TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2019,9,30,13,18,2XX DUNLEVY AVE,Strathcona,493071.46752600005,5458931.49816
Mischief,2019,11,14,20,47,2XX DUNLEVY AVE,Strathcona,493071.46757200005,5458931.49816
Mischief,2019,8,13,9,49,2XX E 11TH AVE,Mount Pleasant,492769.341618,5456490.2921
Mischief,2019,9,27,18,30,2XX E 13TH AVE,Mount Pleasant,492799.6963770001,5456289.15629
Mischief,2019,9,17,21,0,2XX E 23RD AVE,Riley Park,492808.095041,5455273.34195
Mischief,2019,11,10,5,15,2XX E 48TH AVE,Sunset,492707.35287700006,5452652.15299
Mischief,2019,9,29,5,25,2XX E 4TH AVE,Mount Pleasant,492677.001216,5457172.5536
Mischief,2019,8,1,0,1,2XX E 4TH AVE,Mount Pleasant,492713.98069899995,5457171.784419999
Mischief,2019,8,9,12,0,2XX E 4TH AVE,Mount Pleasant,492713.98069899995,5457171.784419999
Mischief,2019,8,27,3,50,2XX E 4TH AVE,Mount Pleasant,492721.786022,5457180.76792
Mischief,2019,9,18,0,0,2XX E BROADWAY AVE,Mount Pleasant,492735.841197,5456688.932030001
Mischief,2019,10,7,6,58,2XX E CORDOVA ST,Strathcona,492755.56441899994,5458837.43729
Mischief,2019,8,27,18,14,2XX E CORDOVA ST,Strathcona,492755.56443900004,5458837.43728
Mischief,2019,7,6,21,7,2XX E CORDOVA ST,Strathcona,492810.313625,5458835.85493
Mischief,2019,7,22,4,40,2XX E CORDOVA ST,Strathcona,492810.313625,5458835.85493
Mischief,2019,7,22,16,55,2XX E CORDOVA ST,Strathcona,492810.313625,5458835.85493
Mischief,2019,9,12,10,17,2XX E CORDOVA ST,Strathcona,492810.313625,5458835.85493
Mischief,2019,7,11,10,12,2XX E CORDOVA ST,Strathcona,492850.49436899996,5458843.841519999
Mischief,2019,7,20,23,41,2XX E CORDOVA ST,Strathcona,492850.49436899996,5458843.841519999
Mischief,2019,9,26,21,0,2XX E GEORGIA ST,Strathcona,492752.97908500006,5458423.73341
Mischief,2019,7,8,0,17,2XX E GEORGIA ST,Strathcona,492764.389207,5458432.62321
Mischief,2019,9,9,13,0,2XX E GEORGIA ST,Strathcona,492764.389207,5458432.62321
Mischief,2019,9,13,22,0,2XX E GEORGIA ST,Strathcona,492764.389207,5458432.62321
Mischief,2019,11,11,13,41,2XX E GEORGIA ST,Strathcona,492783.612343,5458423.0446
Mischief,2019,10,20,17,19,2XX E GEORGIA ST,Strathcona,492850.747776,5458430.68067
Mischief,2019,10,25,16,0,2XX E HASTINGS ST,Strathcona,492751.45070200006,5458732.76786
Mischief,2019,10,16,13,19,2XX E HASTINGS ST,Strathcona,492757.75504099997,5458732.60995
Mischief,2019,8,15,17,32,2XX E HASTINGS ST,Strathcona,492892.637969,5458729.23164
Mischief,2019,8,16,15,29,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Mischief,2019,8,18,13,37,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Mischief,2019,8,21,17,0,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Mischief,2019,9,25,0,0,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Mischief,2019,9,28,22,40,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Mischief,2019,9,6,22,38,2XX E PENDER ST,Strathcona,492812.755604,5458623.465890001
Mischief,2019,7,20,16,46,2XX E PENDER ST,Strathcona,492826.782128,5458632.188519999
Mischief,2019,7,16,20,49,2XX E PENDER ST,Strathcona,492850.11822299997,5458622.33265
Mischief,2019,9,7,2,14,2XX E PENDER ST,Strathcona,492850.11822299997,5458622.33265
Mischief,2019,8,9,23,0,2XX E PENDER ST,Strathcona,492853.317931,5458622.23557
Mischief,2019,8,13,11,12,2XX GORE AVE,Strathcona,492890.217616,5458923.71512
Mischief,2019,7,22,8,59,2XX GORE AVE,Strathcona,492898.22109899996,5458937.24101
Mischief,2019,11,14,20,25,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Mischief,2019,7,22,17,6,2XX JACKSON AVE,Strathcona,493215.082871,5458905.30793
Mischief,2019,9,7,17,29,2XX KEEFER ST,Strathcona,492754.97258299997,5458525.2227300005
Mischief,2019,10,15,0,0,2XX KEEFER ST,Strathcona,492754.97258299997,5458525.2227300005
Mischief,2019,10,26,18,2,2XX KEEFER ST,Strathcona,492754.97258299997,5458525.2227300005
Mischief,2019,11,14,12,49,2XX KEEFER ST,Strathcona,492754.97258299997,5458525.2227300005
Mischief,2019,8,29,11,39,2XX KEEFER ST,Strathcona,492762.483691,5458525.00177
Mischief,2019,8,21,12,52,2XX KEEFER ST,Strathcona,492870.74559899996,5458521.8159
Mischief,2019,8,13,16,20,2XX POWELL ST,Strathcona,492771.04015200003,5458946.68481
Mischief,2019,7,7,12,0,2XX POWELL ST,Strathcona,492827.54259799997,5458935.81621
Mischief,2019,8,12,23,25,2XX POWELL ST,Strathcona,492849.962706,5458944.28181
Mischief,2019,7,22,1,43,2XX PRINCESS AVE,Strathcona,493356.50757899997,5458900.9652
Mischief,2019,10,25,13,0,2XX ROBSON ST,Central Business District,491595.17474399996,5458438.6344099995
Mischief,2019,10,4,16,24,2XX TERMINAL AVE,Strathcona,492774.78369799996,5457763.513619999
Mischief,2019,10,7,21,0,2XX UNION ST,Strathcona,492748.056847,5458325.62114
Mischief,2019,7,3,4,5,2XX UNION ST,Strathcona,492865.191403,5458321.06234
Mischief,2019,8,14,10,54,2XX UNION ST,Strathcona,492865.191403,5458321.06234
Mischief,2019,9,4,16,22,2XX UNION ST,Strathcona,492865.191403,5458321.06234
Mischief,2019,10,8,16,12,2XX UNION ST,Strathcona,492865.191403,5458321.06234
Mischief,2019,10,29,16,27,2XX UNION ST,Strathcona,492874.896125,5458329.83389
Mischief,2019,10,5,21,0,2XX W 16TH AVE,Mount Pleasant,492004.48143100005,5456009.4195
Mischief,2019,10,16,0,0,2XX W 16TH AVE,Mount Pleasant,492004.48143100005,5456009.4195
Mischief,2019,7,14,22,26,2XX W 2ND AVE,Mount Pleasant,491921.98918900004,5457314.420530001
Mischief,2019,7,17,18,30,2XX W 49TH AVE,Oakridge,491805.340709,5452574.824440001
Mischief,2019,7,5,14,18,2XX W 4TH AVE,Mount Pleasant,492032.88321400003,5457189.004790001
Mischief,2019,10,26,0,0,2XX W BROADWAY AVE,Mount Pleasant,491998.45321199996,5456717.6090400005
Mischief,2019,8,5,14,1,2XX WEST 1ST AVE,Mount Pleasant,491923.71038500004,5457459.222469999
Mischief,2019,10,26,19,36,30XX CHARLES ST,Hastings-Sunrise,497156.060953,5457837.739030001
Mischief,2019,9,8,1,0,30XX E 14TH AVE,Renfrew-Collingwood,496984.491512,5456046.79658
Mischief,2019,9,8,1,51,30XX E 14TH AVE,Renfrew-Collingwood,496984.491512,5456046.79658
Mischief,2019,9,7,22,30,30XX E 14TH AVE,Renfrew-Collingwood,497127.056034,5456055.24462
Mischief,2019,9,6,19,30,30XX E 25TH AVE,Renfrew-Collingwood,497110.45073599997,5455007.96876
Mischief,2019,9,4,22,45,30XX E 3RD AVE,Hastings-Sunrise,497053.034459,5457207.21932
Mischief,2019,10,31,17,0,30XX E 56TH AVE,Killarney,496856.551767,5451718.54899
Mischief,2019,10,3,17,0,30XX GRANDVIEW HWY,Renfrew-Collingwood,496985.95892799995,5456158.84565
Mischief,2019,7,12,0,0,30XX GRANDVIEW HWY,Renfrew-Collingwood,497076.985675,5456156.87302
Mischief,2019,7,18,1,59,30XX GRANDVIEW HWY,Renfrew-Collingwood,497123.986619,5456146.7083
Mischief,2019,9,7,17,0,30XX GRANDVIEW HWY,Renfrew-Collingwood,497151.257383,5456146.11731
Mischief,2019,10,22,5,0,30XX KINGS AVE,Renfrew-Collingwood,496913.681555,5454519.166619999
Mischief,2019,10,1,18,0,30XX KINGSWAY AVE,Renfrew-Collingwood,497078.14481800003,5453664.93881
Mischief,2019,10,24,19,0,30XX KINGSWAY AVE,Renfrew-Collingwood,497078.14481800003,5453664.93881
Mischief,2019,10,8,2,44,30XX MAIN ST,Mount Pleasant,492644.098108,5456150.10712
Mischief,2019,8,18,13,0,30XX MILLER DR,Hastings-Sunrise,496981.37374099996,5459242.7268199995
Mischief,2019,9,18,17,0,30XX PRINCE EDWARD ST,Mount Pleasant,492987.489626,5456100.73398
Mischief,2019,8,13,23,45,30XX PRINCE EDWARD ST,Mount Pleasant,492989.30351000006,5456173.26831
Mischief,2019,8,15,20,7,30XX W 15TH AVE,Kitsilano,487459.66184899997,5456227.20809
Mischief,2019,8,28,16,30,30XX W 15TH AVE,Kitsilano,487459.66184899997,5456227.20809
Mischief,2019,10,18,5,30,30XX WILLOW ST,Fairview,491125.74266099994,5456205.00227
Mischief,2019,9,13,0,0,31XX E 1ST AVE,Hastings-Sunrise,497183.04430600005,5457427.00069
Mischief,2019,8,16,16,45,31XX E 21ST AVE,Renfrew-Collingwood,497306.881266,5455418.2345900005
Mischief,2019,10,7,12,0,31XX E 23RD AVE,Renfrew-Collingwood,497163.120066,5455206.893630001
Mischief,2019,10,17,19,0,31XX MAIN ST,Mount Pleasant,492639.651432,5456044.03483
Mischief,2019,10,22,19,0,31XX MAIN ST,Mount Pleasant,492639.651432,5456044.03483
Mischief,2019,7,21,11,49,31XX MAIN ST,Mount Pleasant,492640.100484,5456059.2015
Mischief,2019,7,17,17,30,31XX PARKER ST,Hastings-Sunrise,497192.786726,5458064.528609999
Mischief,2019,7,29,2,45,31XX PARKER ST,Hastings-Sunrise,497192.786726,5458064.528609999
Mischief,2019,9,4,4,0,31XX PARKER ST,Hastings-Sunrise,497192.786726,5458064.528609999
Mischief,2019,10,23,22,30,31XX PARKER ST,Hastings-Sunrise,497192.786726,5458064.528609999
Mischief,2019,11,1,1,0,31XX PARKER ST,Hastings-Sunrise,497192.786726,5458064.528609999
Mischief,2019,9,19,17,29,31XX PARKER ST,Hastings-Sunrise,497229.684646,5458073.86696
Mischief,2019,7,22,22,30,31XX RIVERWALK AVE,Killarney,496940.558855,5450371.79243
Mischief,2019,8,1,13,0,31XX W 15TH AVE,Kitsilano,487198.38346499996,5456243.12207
Mischief,2019,7,14,8,20,31XX W 4TH AVE,Kitsilano,487247.19213000004,5457310.069069999
Mischief,2019,10,14,20,16,31XX W BROADWAY AVE,Kitsilano,487310.4895520001,5456843.35221
Mischief,2019,9,30,5,33,32XX E 28TH AVE,Renfrew-Collingwood,497431.353036,5454738.08999
Mischief,2019,10,30,12,40,32XX E 45TH AVE,Killarney,497322.58424899995,5452938.639880001
Mischief,2019,10,3,22,20,32XX E 46TH AVE,Killarney,497472.019792,5452845.05392
Mischief,2019,7,27,0,4,32XX E 49TH AVE,Killarney,497194.625975,5452430.88151
Mischief,2019,9,7,16,24,32XX E 54TH AVE,Killarney,497159.781358,5451926.61422
Mischief,2019,7,19,4,4,32XX GRAVELEY ST,Hastings-Sunrise,497359.598274,5457509.87588
Mischief,2019,10,17,5,50,32XX MARMION AVE,Killarney,497280.856717,5453196.1564
Mischief,2019,10,25,5,0,32XX MATAPAN CRES,Renfrew-Collingwood,497807.239897,5456027.98557
Mischief,2019,8,8,1,50,32XX RENFREW ST,Renfrew-Collingwood,496762.56182700006,5455800.71084
Mischief,2019,11,1,20,40,32XX RENFREW ST,Renfrew-Collingwood,496762.56182700006,5455800.71084
Mischief,2019,8,30,21,0,32XX SCHOOL AVE,Renfrew-Collingwood,497341.65093299997,5453327.6268
Mischief,2019,8,11,12,0,3375A ONTARIO ST,Riley Park,492353.357266,5455800.19121
Mischief,2019,7,1,2,0,33XX ARCHIMEDES ST,Renfrew-Collingwood,497562.41775600007,5453628.88566
Mischief,2019,7,28,15,3,33XX CROWN ST,Dunbar-Southlands,485919.83072200004,5456072.05211
Mischief,2019,10,11,5,4,33XX E 27TH AVE,Renfrew-Collingwood,497560.31733900006,5454824.78088
Mischief,2019,7,29,12,0,33XX E 47TH AVE,Killarney,497445.368426,5452621.91444
Mischief,2019,7,1,8,8,33XX E 5TH AVE,Hastings-Sunrise,497650.71383100003,5456983.45764
Mischief,2019,10,31,19,0,33XX FINDLAY ST,Kensington-Cedar Cottage,495057.222862,5455744.62628
Mischief,2019,11,13,16,27,33XX FRASER ST,Kensington-Cedar Cottage,493461.380767,5455853.941869999
Mischief,2019,9,2,4,44,33XX GRANDVIEW HWY,Renfrew-Collingwood,497572.22030299995,5456147.364440001
Mischief,2019,8,13,15,38,33XX GRANVILLE ST,Shaughnessy,489899.546579,5455870.84839
Mischief,2019,8,9,5,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497527.785717,5453367.770330001
Mischief,2019,7,16,14,37,33XX MAQUINNA DR,Killarney,497646.03854499996,5451418.02664
Mischief,2019,10,7,20,30,33XX PRICE ST,Renfrew-Collingwood,497553.082549,5454569.2602
Mischief,2019,10,5,3,32,33XX W 10TH AVE,Kitsilano,486981.14605200005,5456745.612269999
Mischief,2019,10,18,18,0,33XX W 3RD AVE,Kitsilano,487068.851363,5457415.11509
Mischief,2019,9,23,0,45,33XX W BROADWAY AVE,Kitsilano,486981.41210699995,5456852.38196
Mischief,2019,10,14,15,35,33XX WELLINGTON AVE,Renfrew-Collingwood,497430.215445,5454385.254790001
Mischief,2019,7,7,8,30,33XX WINDSOR ST,Kensington-Cedar Cottage,493908.20956499997,5455809.47495
Mischief,2019,7,12,6,18,34XX BALACLAVA ST,Arbutus Ridge,487315.42186099995,5455991.34209
Mischief,2019,8,30,20,0,34XX BRIDGEWAY,Hastings-Sunrise,497817.74213599996,5459648.06773
Mischief,2019,10,19,3,22,34XX E 1ST AVE,Hastings-Sunrise,497735.52175600006,5457424.225459999
Mischief,2019,9,19,7,0,34XX E 29TH AVE,Renfrew-Collingwood,497847.42426000006,5454640.14724
Mischief,2019,10,16,18,30,34XX E HASTINGS ST,Hastings-Sunrise,497735.634416,5458705.7575900005
Mischief,2019,10,6,8,48,34XX E HASTINGS ST,Hastings-Sunrise,497822.334258,5458705.23376
Mischief,2019,10,28,15,0,34XX FLEMING ST,Kensington-Cedar Cottage,494804.911352,5455725.754819999
Mischief,2019,10,8,9,51,34XX KASLO ST,Renfrew-Collingwood,496571.573628,5455644.2467
Mischief,2019,10,5,5,0,34XX KINGSWAY AVE,Renfrew-Collingwood,497579.48617700004,5453328.4702699995
Mischief,2019,8,24,11,35,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.076054,5453286.50935
Mischief,2019,7,9,23,0,34XX KINGSWAY AVE,Killarney,497791.90138999996,5453240.88129
Mischief,2019,7,23,13,28,34XX KINGSWAY AVE,Killarney,497805.831249,5453241.999480001
Mischief,2019,11,4,22,0,34XX MONMOUTH AVE,Renfrew-Collingwood,497819.466979,5454262.85791
Mischief,2019,8,23,1,30,34XX NORMANDY DR,Renfrew-Collingwood,497800.48627600004,5455625.01809
Mischief,2019,9,10,12,0,34XX PRICE ST,Renfrew-Collingwood,497913.35486499994,5454343.0332
Mischief,2019,10,31,20,0,34XX SE MARINE DR,Killarney,497630.23474499997,5450607.64963
Mischief,2019,9,12,0,0,34XX SLOCAN ST,Renfrew-Collingwood,496399.15330500004,5455693.9438
Mischief,2019,9,24,13,0,34XX W 39TH AVE,Dunbar-Southlands,486787.115548,5453760.0071
Mischief,2019,10,26,23,7,34XX WELLINGTON AVE,Renfrew-Collingwood,497598.96407700004,5454265.76552
Mischief,2019,7,31,17,12,34XX WEYMOOR PL,Killarney,497858.94832799997,5450755.6233
Mischief,2019,7,26,22,0,35XX ADANAC ST,Hastings-Sunrise,498034.14111400006,5458292.65266
Mischief,2019,7,23,9,0,35XX E PENDER ST,Hastings-Sunrise,497995.87515100004,5458611.0843400005
Mischief,2019,9,6,15,0,35XX ETON ST,Hastings-Sunrise,498046.63537200005,5459445.56896
Mischief,2019,8,12,11,30,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.77482600004,5456160.70214
Mischief,2019,7,9,2,46,35XX HAIDA DR,Renfrew-Collingwood,498054.881129,5455680.87537
Mischief,2019,7,17,7,30,35XX LOUGHEED HWY,Renfrew-Collingwood,497996.618463,5456806.192969999
Mischief,2019,8,9,11,9,35XX LOUGHEED HWY,Renfrew-Collingwood,497996.618463,5456806.192969999
Mischief,2019,9,27,2,12,35XX OAK ST,Shaughnessy,490727.138275,5455660.18597
Mischief,2019,9,22,16,0,35XX QUEBEC ST,Riley Park,492521.79279499996,5455661.10397
Mischief,2019,10,8,6,35,35XX SAWMILL CRES,Killarney,497985.534271,5450362.04586
Mischief,2019,9,11,7,10,35XX SE MARINE DR,Killarney,497921.6097,5450558.69419
Mischief,2019,11,11,17,30,35XX SE MARINE DR,Killarney,498030.767942,5450563.11082
Mischief,2019,9,9,16,0,35XX W 12TH AVE,Kitsilano,486657.89162700006,5456561.1521
Mischief,2019,7,27,15,45,35XX W 40TH AVE,Dunbar-Southlands,486741.740876,5453668.72253
Mischief,2019,7,5,13,0,35XX W 41ST AVE,Dunbar-Southlands,486648.379901,5453565.72267
Mischief,2019,8,27,6,10,35XX W 41ST AVE,Dunbar-Southlands,486736.446677,5453565.308730001
Mischief,2019,10,18,22,0,35XX W 8TH AVE,Kitsilano,486767.038475,5456946.44971
Mischief,2019,11,3,5,0,35XX W BROADWAY AVE,Kitsilano,486731.26521599997,5456859.39965
Mischief,2019,9,14,0,1,35XX WALKER ST,Kensington-Cedar Cottage,495782.87489399995,5455443.049219999
Mischief,2019,9,2,19,56,35XX WELLINGTON AVE,Renfrew-Collingwood,497855.524023,5454105.57734
Mischief,2019,9,2,4,36,36XX E 45TH AVE,Killarney,498151.841705,5452934.81085
Mischief,2019,9,28,18,0,36XX MAIN ST,Riley Park,492659.670244,5455568.8097
Mischief,2019,11,13,20,15,36XX OSLER ST,Shaughnessy,490537.07726899994,5455583.36689
Mischief,2019,7,19,19,0,36XX PRICE ST,Renfrew-Collingwood,498139.764662,5454189.2446800005
Mischief,2019,8,13,15,0,36XX TRAFALGAR ST,Arbutus Ridge,487985.7233770001,5455764.29344
Mischief,2019,9,27,22,0,36XX TRIUMPH ST,Hastings-Sunrise,498161.14555699995,5459009.01712
Mischief,2019,10,21,12,1,36XX VANNESS AVE,Renfrew-Collingwood,498093.62981499993,5453646.4124300005
Mischief,2019,10,20,9,23,36XX VANNESS AVE,Renfrew-Collingwood,498252.0109979999,5453524.8824
Mischief,2019,8,22,21,30,36XX VIMY CRES,Renfrew-Collingwood,498119.53407399997,5456085.11254
Mischief,2019,10,22,15,0,36XX W 16TH AVE,Kitsilano,486507.22943400004,5456159.6227400005
Mischief,2019,7,30,0,0,36XX W 17TH AVE,Dunbar-Southlands,486484.682389,5456087.6927
Mischief,2019,8,9,12,0,36XX W 17TH AVE,Dunbar-Southlands,486484.682389,5456087.6927
Mischief,2019,9,28,20,0,36XX W 5TH AVE,Kitsilano,486556.086113,5457240.39216
Mischief,2019,10,17,19,50,36XX WORTHINGTON DR,Renfrew-Collingwood,498094.959487,5455415.260419999
Mischief,2019,10,16,16,0,37XX MAXWELL ST,Kensington-Cedar Cottage,494895.066737,5455359.60777
Mischief,2019,10,14,0,0,37XX MAXWELL ST,Kensington-Cedar Cottage,494895.44712200004,5455379.0471
Mischief,2019,9,19,20,0,37XX RENFREW ST,Renfrew-Collingwood,496760.67839799996,5455390.38371
Mischief,2019,7,15,20,41,37XX W 35TH AVE,Dunbar-Southlands,486408.27111400006,5454201.11153
Mischief,2019,9,19,16,0,37XX W 36TH AVE,Dunbar-Southlands,486384.478964,5454104.29124
Mischief,2019,7,13,10,51,37XX W BROADWAY AVE,West Point Grey,486448.324031,5456857.4189
Mischief,2019,7,17,19,0,37XX W BROADWAY AVE,West Point Grey,486469.5332,5456866.44745
Mischief,2019,10,14,16,27,38XX FRASER ST,Riley Park,493437.42277600005,5455274.5851
Mischief,2019,7,26,20,15,38XX INVERNESS ST,Kensington-Cedar Cottage,494176.658439,5455328.95677
Mischief,2019,7,11,6,51,38XX LANARK ST,Kensington-Cedar Cottage,494573.254266,5455365.789480001
Mischief,2019,9,17,17,0,38XX MAIN ST,Riley Park,492646.29688100005,5455351.5541
Mischief,2019,8,5,18,42,38XX POINT GREY RD,West Point Grey,486323.55055100005,5457729.29227
Mischief,2019,9,6,10,45,38XX PRINCE EDWARD ST,Riley Park,492968.916335,5455371.131030001
Mischief,2019,8,25,22,0,38XX W 13TH AVE,West Point Grey,486227.575661,5456470.540630001
Mischief,2019,8,15,18,0,38XX W 3RD AVE,West Point Grey,486298.15971800004,5457444.09486
Mischief,2019,10,2,2,0,39XX BOYD DVRS,Renfrew-Collingwood,496947.864942,5455164.80506
Mischief,2019,9,11,22,49,39XX GLADSTONE ST,Kensington-Cedar Cottage,495606.69678100006,5455248.8287
Mischief,2019,11,10,0,55,39XX KNIGHT ST,Kensington-Cedar Cottage,494454.699587,5455233.66804
Mischief,2019,10,30,12,6,39XX POINT GREY RD,West Point Grey,486116.677753,5457633.84566
Mischief,2019,11,1,9,2,39XX POINT GREY RD,West Point Grey,486116.677753,5457633.84566
Mischief,2019,7,3,14,0,39XX W 24TH AVE,Dunbar-Southlands,485941.607662,5455381.664890001
Mischief,2019,7,6,21,30,39XX W BROADWAY AVE,West Point Grey,486096.01556499995,5456900.23068
Mischief,2019,7,8,23,38,39XX WINDERMERE ST,Renfrew-Collingwood,497334.6581,5455180.4749
Mischief,2019,7,20,16,40,3X KAMLOOPS ST,Hastings-Sunrise,496025.822092,5459081.480269999
Mischief,2019,11,8,1,22,3X SMITHE ST,Central Business District,491788.042595,5458016.558019999
Mischief,2019,10,24,21,26,3X W HASTINGS ST,Central Business District,492345.74417200004,5458775.56276
Mischief,2019,7,28,17,40,3XX ABBOTT ST,Central Business District,492213.872308,5458862.6470800005
Mischief,2019,8,4,14,45,3XX ABBOTT ST,Central Business District,492236.093301,5458907.39931
Mischief,2019,10,1,5,17,3XX ALEXANDER ST,Strathcona,492927.86881099996,5459033.65706
Mischief,2019,10,30,17,0,3XX ALEXANDER ST,Strathcona,492927.86881099996,5459033.65706
Mischief,2019,8,12,9,1,3XX ALEXANDER ST,Strathcona,492972.01268900005,5459032.26281
Mischief,2019,7,8,8,54,3XX CAMPBELL AVE,Strathcona,493840.32428199996,5458804.29449
Mischief,2019,7,26,0,0,3XX CAMPBELL AVE,Strathcona,493840.32428199996,5458804.29449
Mischief,2019,8,7,20,54,3XX CARRALL ST,Central Business District,492411.711541,5458845.22788
Mischief,2019,7,17,14,2,3XX COLUMBIA ST,Central Business District,492559.303534,5458795.29804
Mischief,2019,8,22,23,0,3XX COLUMBIA ST,Central Business District,492559.303534,5458795.29804
Mischief,2019,10,8,10,23,3XX DUNSMUIR ST,Central Business District,491796.394379,5458737.805509999
Mischief,2019,10,10,13,30,3XX DUNSMUIR ST,Central Business District,491796.394379,5458737.805509999
Mischief,2019,11,9,19,55,3XX DUNSMUIR ST,Central Business District,491796.394379,5458737.805509999
Mischief,2019,7,13,18,0,3XX E 11TH AVE,Mount Pleasant,492916.222163,5456487.05739
Mischief,2019,8,21,0,41,3XX E 11TH AVE,Mount Pleasant,492916.222163,5456487.05739
Mischief,2019,8,28,11,27,3XX E 11TH AVE,Mount Pleasant,492916.222163,5456487.05739
Mischief,2019,10,16,23,42,3XX E 13TH AVE,Mount Pleasant,492932.47935200005,5456277.53251
Mischief,2019,11,5,0,0,3XX E 14TH AVE,Mount Pleasant,492848.99751,5456176.94356
Mischief,2019,9,30,18,0,3XX E 16TH AVE,Mount Pleasant,492886.15251800005,5455983.387130001
Mischief,2019,8,31,16,0,3XX E 33RD AVE,Riley Park,492813.567244,5454187.0368800005
Mischief,2019,7,16,22,0,3XX E 34TH AVE,Riley Park,492773.356187,5454096.12424
Mischief,2019,7,17,22,0,3XX E 34TH AVE,Riley Park,492888.448298,5454102.87679
Mischief,2019,10,31,22,55,3XX E 47TH AVE,Sunset,492829.510274,5452756.01631
Mischief,2019,7,11,0,37,3XX E 57TH AVE,Sunset,492732.895534,5451738.2387
Mischief,2019,10,6,9,0,3XX E 7TH AVE,Mount Pleasant,493003.295941,5456869.71651
Mischief,2019,11,3,13,10,3XX E 8TH AVE,Mount Pleasant,492880.876487,5456773.40089
Mischief,2019,7,16,14,29,3XX E BROADWAY AVE,Mount Pleasant,492933.902312,5456669.39025
Mischief,2019,11,6,3,56,3XX E BROADWAY AVE,Mount Pleasant,492933.902312,5456669.39025
Mischief,2019,10,4,22,52,3XX E HASTINGS ST,Strathcona,492918.70746199996,5458728.54486
Mischief,2019,11,7,16,16,3XX E HASTINGS ST,Strathcona,492918.70746199996,5458728.54486
Mischief,2019,11,2,8,16,3XX E HASTINGS ST,Strathcona,492918.97831700003,5458737.68487
Mischief,2019,9,14,16,30,3XX E HASTINGS ST,Strathcona,493039.731825,5458724.958430001
